sentence,extracted_noun,extracted_adj,language,city,osm_key,osm_value,target_label
does peshawar have any crowded stitching center for tourists?,stitching center,crowded,en,Peshawar,shop,tailor,shop__tailor
"avoid the playground in saddar, it is not best.",playground,best,en,Rawalpindi,leisure,park,leisure__park
agar mehnga cloth market dhoond rahay ho to blue area jao.,cloth market,mehnga,ur,Islamabad,shop,clothes,shop__clothes
there is a famous park in clifton which is very nearby.,park,nearby,en,Karachi,leisure,park,leisure__park
rawalpindi ke raja bazaar main aik bohat khubsurat restaurant hai.,restaurant,khubsurat,ur,Rawalpindi,amenity,restaurant,amenity__restaurant
mujhay tariq road ke qareeb koi bada sauda salf ki dukaan chahiye.,sauda salf ki dukaan,bada,ur,Karachi,shop,convenience,shop__convenience
kya lahore main koi rush wala quetta tea hotel khula hai?,quetta tea hotel,rush wala,ur,Lahore,amenity,cafe,amenity__cafe
there is a famous mini mart in commercial market which is very oldest.,mini mart,oldest,en,Rawalpindi,shop,convenience,shop__convenience
kya peshawar main koi lajawab darzi khula hai?,darzi,lajawab,ur,Peshawar,shop,tailor,shop__tailor
hum ne blue area main aik sasta kiryana store dekha.,kiryana store,sasta,ur,Islamabad,shop,convenience,shop__convenience
mujhay saddar ke qareeb koi saaf suthra quetta tea hotel chahiye.,quetta tea hotel,saaf suthra,ur,Rawalpindi,amenity,cafe,amenity__cafe
the saddar in rawalpindi has an cheap stitching center.,stitching center,cheap,en,Rawalpindi,shop,tailor,shop__tailor
agar pur-sukoon tikka shop dhoond rahay ho to saddar jao.,tikka shop,pur-sukoon,ur,Karachi,amenity,restaurant,amenity__restaurant
the hayatabad in peshawar has an cheap bistro.,bistro,cheap,en,Peshawar,amenity,restaurant,amenity__restaurant
i am looking for a oldest tuck shop near liberty market.,tuck shop,oldest,en,Lahore,shop,convenience,shop__convenience
"avoid the resort in mall road, it is not crowded.",resort,crowded,en,Lahore,tourism,hotel,tourism__hotel
there is a famous clothing store in raja bazaar which is very luxury.,clothing store,luxury,en,Rawalpindi,shop,clothes,shop__clothes
is there any famous fashion outlet open in karachi right now?,fashion outlet,famous,en,Karachi,shop,clothes,shop__clothes
we visited the most cheap precinct in islamabad yesterday.,precinct,cheap,en,Islamabad,amenity,police,amenity__police
suna hai ke islamabad main sab se sasta boutique wahan hai.,boutique,sasta,ur,Islamabad,shop,clothes,shop__clothes
suna hai ke lahore main sab se lajawab fashion center wahan hai.,fashion center,lajawab,ur,Lahore,shop,clothes,shop__clothes
"avoid the police station in clifton, it is not luxury.",police station,luxury,en,Karachi,amenity,police,amenity__police
the g-9 in islamabad has an best precinct.,precinct,best,en,Islamabad,amenity,police,amenity__police
is there any luxury hotel open in lahore right now?,hotel,luxury,en,Lahore,tourism,hotel,tourism__hotel
does islamabad have any oldest bistro for tourists?,bistro,oldest,en,Islamabad,amenity,restaurant,amenity__restaurant
clifton wala cafe kaafi lajawab hai.,cafe,lajawab,ur,Karachi,amenity,cafe,amenity__cafe
f-7 wala kapron ki dukaan kaafi mehnga hai.,kapron ki dukaan,mehnga,ur,Islamabad,shop,clothes,shop__clothes
we visited the most cheap mini mart in rawalpindi yesterday.,mini mart,cheap,en,Rawalpindi,shop,convenience,shop__convenience
the saddar in peshawar has an best eatery.,eatery,best,en,Peshawar,amenity,restaurant,amenity__restaurant
there is a famous grocery store in blue area which is very biggest.,grocery store,biggest,en,Islamabad,shop,convenience,shop__convenience
