sentence,extracted_noun,extracted_adj,language,city,osm_key,osm_value
Suna hai ke Islamabad main sab se behtareen fashion center wahan hai.,fashion center,behtareen,ur,Islamabad,shop,clothes
Rawalpindi ke Raja Bazaar main aik bohat khubsurat restaurant hai.,restaurant,khubsurat,ur,Rawalpindi,amenity,restaurant
"Avoid the tea house in Defence, it is not nearby.",tea house,nearby,en,Karachi,amenity,cafe
Hum ne Hayatabad main aik mashoor dukaan dekha.,dukaan,mashoor,ur,Peshawar,shop,convenience
Mujhay Blue Area ke qareeb koi bada guest house chahiye.,guest house,bada,ur,Islamabad,tourism,hotel
Mall Road main jo police station hai wo bohat mashoor hai.,police station,mashoor,ur,Lahore,amenity,police
Is there any oldest guest house open in Lahore right now?,guest house,oldest,en,Lahore,tourism,hotel
Can you recommend a popular resort around Defence?,resort,popular,en,Karachi,tourism,hotel
Agar purana ground dhoond rahay ho to DHA jao.,ground,purana,ur,Lahore,leisure,park
Agar saaf suthra ground dhoond rahay ho to Saddar jao.,ground,saaf suthra,ur,Karachi,leisure,park
Saddar wala restaurant kaafi behtareen hai.,restaurant,behtareen,ur,Peshawar,amenity,restaurant
Hum ne Defence main aik qareebi shifa khana dekha.,shifa khana,qareebi,ur,Karachi,amenity,hospital
The Blue Area in Islamabad has an nearby guest house.,guest house,nearby,en,Islamabad,tourism,hotel
Is there any crowded clothing store open in Karachi right now?,clothing store,crowded,en,Karachi,shop,clothes
Hum ne Gulshan main aik qareebi chai wala dekha.,chai wala,qareebi,ur,Karachi,amenity,cafe
"Avoid the fashion outlet in Karkhano, it is not crowded.",fashion outlet,crowded,en,Peshawar,shop,clothes
"Avoid the playground in Saddar, it is not luxury.",playground,luxury,en,Karachi,leisure,park
Is there any historic guest house open in Lahore right now?,guest house,historic,en,Lahore,tourism,hotel
Does Peshawar have any popular resort for tourists?,resort,popular,en,Peshawar,tourism,hotel
I am looking for a affordable lodge near Liberty Market.,lodge,affordable,en,Lahore,tourism,hotel
"Avoid the clothing store in Karkhano, it is not popular.",clothing store,popular,en,Peshawar,shop,clothes
Does Karachi have any popular bistro for tourists?,bistro,popular,en,Karachi,amenity,restaurant
Agar lajawab masjid dhoond rahay ho to Anarkali jao.,masjid,lajawab,ur,Lahore,amenity,mosque
Hum ne Gulshan main aik pur-sukoon thana dekha.,thana,pur-sukoon,ur,Karachi,amenity,police
Rawalpindi ke Commercial Market main aik bohat sasta clinic hai.,clinic,sasta,ur,Rawalpindi,amenity,hospital
We visited the most cheap restaurant in Rawalpindi yesterday.,restaurant,cheap,en,Rawalpindi,amenity,restaurant
Blue Area wala dawa khana kaafi qareebi hai.,dawa khana,qareebi,ur,Islamabad,amenity,hospital
We visited the most historic police station in Rawalpindi yesterday.,police station,historic,en,Rawalpindi,amenity,police
There is a famous grocery store in Defence which is very luxury.,grocery store,luxury,en,Karachi,shop,convenience
Can you recommend a best garment shop around Bahria Town?,garment shop,best,en,Rawalpindi,shop,clothes
Agar behtareen silai markaz dhoond rahay ho to DHA jao.,silai markaz,behtareen,ur,Lahore,shop,tailor
Mujhay DHA ke qareeb koi mashoor sauda salf ki dukaan chahiye.,sauda salf ki dukaan,mashoor,ur,Lahore,shop,convenience
Anarkali main jo chowki hai wo bohat saaf suthra hai.,chowki,saaf suthra,ur,Lahore,amenity,police
Islamabad ke F-11 Markaz main aik bohat rush wala guest house hai.,guest house,rush wala,ur,Islamabad,tourism,hotel
The Raja Bazaar in Rawalpindi has an cheap precinct.,precinct,cheap,en,Rawalpindi,amenity,police
The University Road in Peshawar has an luxury emergency room.,emergency room,luxury,en,Peshawar,amenity,hospital
Can you recommend a historic clothing store around University Road?,clothing store,historic,en,Peshawar,shop,clothes
Agar behtareen dawa khana dhoond rahay ho to Clifton jao.,dawa khana,behtareen,ur,Karachi,amenity,hospital
Mujhay Gulshan ke qareeb koi behtareen khanay ka center chahiye.,khanay ka center,behtareen,ur,Karachi,amenity,restaurant
There is a famous clothing store in Saddar which is very clean.,clothing store,clean,en,Peshawar,shop,clothes
Karkhano main jo masjid hai wo bohat sasta hai.,masjid,sasta,ur,Peshawar,amenity,mosque
The Karkhano in Peshawar has an nearby precinct.,precinct,nearby,en,Peshawar,amenity,police
I am looking for a clean Islamic center near Clifton.,Islamic center,clean,en,Karachi,amenity,mosque
Agar lajawab khanay ka center dhoond rahay ho to Tariq Road jao.,khanay ka center,lajawab,ur,Karachi,amenity,restaurant
Mujhay Saddar ke qareeb koi mashoor sauda salf ki dukaan chahiye.,sauda salf ki dukaan,mashoor,ur,Karachi,shop,convenience
Is there any crowded precinct open in Karachi right now?,precinct,crowded,en,Karachi,amenity,police
Can you recommend a luxury hotel around University Road?,hotel,luxury,en,Peshawar,tourism,hotel
Karachi ke Defence main aik bohat sasta bagh hai.,bagh,sasta,ur,Karachi,leisure,park
Agar sasta cloth market dhoond rahay ho to Saddar jao.,cloth market,sasta,ur,Karachi,shop,clothes
There is a famous cafe in Mall Road which is very clean.,cafe,clean,en,Lahore,amenity,cafe
Suna hai ke Lahore main sab se pur-sukoon quetta tea hotel wahan hai.,quetta tea hotel,pur-sukoon,ur,Lahore,amenity,cafe
Suna hai ke Karachi main sab se behtareen dawa khana wahan hai.,dawa khana,behtareen,ur,Karachi,amenity,hospital
Is there any clean tuck shop open in Lahore right now?,tuck shop,clean,en,Lahore,shop,convenience
Suna hai ke Rawalpindi main sab se lajawab tikka shop wahan hai.,tikka shop,lajawab,ur,Rawalpindi,amenity,restaurant
Is there any famous garment shop open in Peshawar right now?,garment shop,famous,en,Peshawar,shop,clothes
Mujhay Defence ke qareeb koi mashoor darzi chahiye.,darzi,mashoor,ur,Karachi,shop,tailor
Defence wala boutique kaafi purana hai.,boutique,purana,ur,Karachi,shop,clothes
The Karkhano in Peshawar has an cheap fashion outlet.,fashion outlet,cheap,en,Peshawar,shop,clothes
Kya Rawalpindi main koi bada ground khula hai?,ground,bada,ur,Rawalpindi,leisure,park
Mujhay Tariq Road ke qareeb koi mehnga shifa khana chahiye.,shifa khana,mehnga,ur,Karachi,amenity,hospital
Kya Peshawar main koi sasta haspatal khula hai?,haspatal,sasta,ur,Peshawar,amenity,hospital
Clifton main jo thana hai wo bohat bada hai.,thana,bada,ur,Karachi,amenity,police
Mujhay University Road ke qareeb koi bada hotel chahiye.,hotel,bada,ur,Peshawar,amenity,restaurant
The Commercial Market in Rawalpindi has an oldest garden.,garden,oldest,en,Rawalpindi,leisure,park
Lahore ke DHA main aik bohat purana cafe hai.,cafe,purana,ur,Lahore,amenity,cafe
Does Islamabad have any oldest precinct for tourists?,precinct,oldest,en,Islamabad,amenity,police
Hum ne University Road main aik rush wala sauda salf ki dukaan dekha.,sauda salf ki dukaan,rush wala,ur,Peshawar,shop,convenience
Is there any cheap tuck shop open in Peshawar right now?,tuck shop,cheap,en,Peshawar,shop,convenience
Agar rush wala cafe dhoond rahay ho to Tariq Road jao.,cafe,rush wala,ur,Karachi,amenity,cafe
We visited the most best grocery store in Rawalpindi yesterday.,grocery store,best,en,Rawalpindi,shop,convenience
Is there any luxury restaurant open in Karachi right now?,restaurant,luxury,en,Karachi,amenity,restaurant
Mujhay Saddar ke qareeb koi behtareen ground chahiye.,ground,behtareen,ur,Rawalpindi,leisure,park
Hum ne F-7 main aik khubsurat cafe dekha.,cafe,khubsurat,ur,Islamabad,amenity,cafe
Suna hai ke Lahore main sab se rush wala darzi wahan hai.,darzi,rush wala,ur,Lahore,shop,tailor
Mall Road wala dukaan kaafi pur-sukoon hai.,dukaan,pur-sukoon,ur,Lahore,shop,convenience
The Saddar in Karachi has an historic coffee shop.,coffee shop,historic,en,Karachi,amenity,cafe
Hayatabad wala hotel kaafi bada hai.,hotel,bada,ur,Peshawar,tourism,hotel
I am looking for a historic garment shop near Clifton.,garment shop,historic,en,Karachi,shop,clothes
F-11 Markaz wala sair gah kaafi pur-sukoon hai.,sair gah,pur-sukoon,ur,Islamabad,leisure,park
"Avoid the stitching center in Saddar, it is not affordable.",stitching center,affordable,en,Peshawar,shop,tailor
Hum ne Bahria Town main aik pur-sukoon silai markaz dekha.,silai markaz,pur-sukoon,ur,Rawalpindi,shop,tailor
Does Karachi have any historic mosque for tourists?,mosque,historic,en,Karachi,amenity,mosque
I am looking for a famous police station near Clifton.,police station,famous,en,Karachi,amenity,police
Hum ne Blue Area main aik khubsurat chowki dekha.,chowki,khubsurat,ur,Islamabad,amenity,police
Suna hai ke Rawalpindi main sab se lajawab sauda salf ki dukaan wahan hai.,sauda salf ki dukaan,lajawab,ur,Rawalpindi,shop,convenience
Suna hai ke Islamabad main sab se pur-sukoon restaurant wahan hai.,restaurant,pur-sukoon,ur,Islamabad,amenity,restaurant
Is there any nearby eatery open in Karachi right now?,eatery,nearby,en,Karachi,amenity,restaurant
Is there any popular tailor shop open in Rawalpindi right now?,tailor shop,popular,en,Rawalpindi,shop,tailor
Bahria Town main jo chowki hai wo bohat sasta hai.,chowki,sasta,ur,Rawalpindi,amenity,police
Hum ne F-11 Markaz main aik khubsurat eid gah dekha.,eid gah,khubsurat,ur,Islamabad,amenity,mosque
We visited the most clean playground in Karachi yesterday.,playground,clean,en,Karachi,leisure,park
Is there any biggest garment shop open in Rawalpindi right now?,garment shop,biggest,en,Rawalpindi,shop,clothes
Hum ne Centaurus main aik mehnga general store dekha.,general store,mehnga,ur,Islamabad,shop,convenience
"Avoid the resort in Mall Road, it is not crowded.",resort,crowded,en,Lahore,tourism,hotel
Blue Area wala cloth market kaafi saaf suthra hai.,cloth market,saaf suthra,ur,Islamabad,shop,clothes
Is there any historic clothing store open in Karachi right now?,clothing store,historic,en,Karachi,shop,clothes
Karachi ke Tariq Road main aik bohat sasta police station hai.,police station,sasta,ur,Karachi,amenity,police
Liberty Market main jo tailor shop hai wo bohat mehnga hai.,tailor shop,mehnga,ur,Lahore,shop,tailor
I am looking for a famous eatery near Gulshan.,eatery,famous,en,Karachi,amenity,restaurant
Agar khubsurat quetta tea hotel dhoond rahay ho to Commercial Market jao.,quetta tea hotel,khubsurat,ur,Rawalpindi,amenity,cafe
We visited the most historic mini mart in Karachi yesterday.,mini mart,historic,en,Karachi,shop,convenience
"Avoid the medical center in Tariq Road, it is not nearby.",medical center,nearby,en,Karachi,amenity,hospital
"Avoid the bistro in Karkhano, it is not cheap.",bistro,cheap,en,Peshawar,amenity,restaurant
"Avoid the tuck shop in Saddar, it is not luxury.",tuck shop,luxury,en,Karachi,shop,convenience
I am looking for a biggest bistro near Hayatabad.,bistro,biggest,en,Peshawar,amenity,restaurant
Suna hai ke Karachi main sab se saaf suthra musafir khana wahan hai.,musafir khana,saaf suthra,ur,Karachi,tourism,hotel
Kya Karachi main koi behtareen tailor shop khula hai?,tailor shop,behtareen,ur,Karachi,shop,tailor
Islamabad ke F-7 main aik bohat pur-sukoon kiryana store hai.,kiryana store,pur-sukoon,ur,Islamabad,shop,convenience
Hayatabad wala fashion center kaafi bada hai.,fashion center,bada,ur,Peshawar,shop,clothes
We visited the most popular police station in Peshawar yesterday.,police station,popular,en,Peshawar,amenity,police
Kya Karachi main koi bada jamia masjid khula hai?,jamia masjid,bada,ur,Karachi,amenity,mosque
Kya Rawalpindi main koi qareebi kapron ki dukaan khula hai?,kapron ki dukaan,qareebi,ur,Rawalpindi,shop,clothes
Kya Peshawar main koi behtareen jamia masjid khula hai?,jamia masjid,behtareen,ur,Peshawar,amenity,mosque
Is there any biggest fashion outlet open in Karachi right now?,fashion outlet,biggest,en,Karachi,shop,clothes
Hum ne Clifton main aik behtareen quetta tea hotel dekha.,quetta tea hotel,behtareen,ur,Karachi,amenity,cafe
"Avoid the police station in Raja Bazaar, it is not luxury.",police station,luxury,en,Rawalpindi,amenity,police
Hum ne Saddar main aik purana silai markaz dekha.,silai markaz,purana,ur,Peshawar,shop,tailor
Agar purana darzi dhoond rahay ho to Saddar jao.,darzi,purana,ur,Peshawar,shop,tailor
F-7 main jo chaye khana hai wo bohat rush wala hai.,chaye khana,rush wala,ur,Islamabad,amenity,cafe
Is there any oldest coffee shop open in Peshawar right now?,coffee shop,oldest,en,Peshawar,amenity,cafe
The Liberty Market in Lahore has an clean lodge.,lodge,clean,en,Lahore,tourism,hotel
Suna hai ke Rawalpindi main sab se purana thana wahan hai.,thana,purana,ur,Rawalpindi,amenity,police
The Saddar in Rawalpindi has an cheap stitching center.,stitching center,cheap,en,Rawalpindi,shop,tailor
We visited the most clean garden in Karachi yesterday.,garden,clean,en,Karachi,leisure,park
We visited the most cheap mini mart in Rawalpindi yesterday.,mini mart,cheap,en,Rawalpindi,shop,convenience
Rawalpindi ke Saddar main aik bohat mashoor boutique hai.,boutique,mashoor,ur,Rawalpindi,shop,clothes
Hum ne Bahria Town main aik rush wala hotel dekha.,hotel,rush wala,ur,Rawalpindi,tourism,hotel
We visited the most biggest stitching center in Peshawar yesterday.,stitching center,biggest,en,Peshawar,shop,tailor
Can you recommend a cheap hotel around F-11 Markaz?,hotel,cheap,en,Islamabad,tourism,hotel
There is a famous fashion outlet in Raja Bazaar which is very cheap.,fashion outlet,cheap,en,Rawalpindi,shop,clothes
Hum ne Defence main aik lajawab imambargah dekha.,imambargah,lajawab,ur,Karachi,amenity,mosque
The Bahria Town in Rawalpindi has an crowded lodge.,lodge,crowded,en,Rawalpindi,tourism,hotel
Does Rawalpindi have any oldest tuck shop for tourists?,tuck shop,oldest,en,Rawalpindi,shop,convenience
Can you recommend a best police station around Saddar?,police station,best,en,Rawalpindi,amenity,police
The Karkhano in Peshawar has an affordable tuck shop.,tuck shop,affordable,en,Peshawar,shop,convenience
Can you recommend a historic jogging track around F-11 Markaz?,jogging track,historic,en,Islamabad,leisure,park
Does Islamabad have any cheap hotel for tourists?,hotel,cheap,en,Islamabad,tourism,hotel
Does Lahore have any affordable medical center for tourists?,medical center,affordable,en,Lahore,amenity,hospital
Does Karachi have any cheap precinct for tourists?,precinct,cheap,en,Karachi,amenity,police
I am looking for a affordable garment shop near Gulberg.,garment shop,affordable,en,Lahore,shop,clothes
Anarkali wala ground kaafi lajawab hai.,ground,lajawab,ur,Lahore,leisure,park
The Liberty Market in Lahore has an famous clothing store.,clothing store,famous,en,Lahore,shop,clothes
There is a famous coffee shop in Saddar which is very affordable.,coffee shop,affordable,en,Karachi,amenity,cafe
I am looking for a famous grocery store near Hayatabad.,grocery store,famous,en,Peshawar,shop,convenience
Does Rawalpindi have any clean coffee shop for tourists?,coffee shop,clean,en,Rawalpindi,amenity,cafe
I am looking for a nearby medical center near Anarkali.,medical center,nearby,en,Lahore,amenity,hospital
Agar purana quetta tea hotel dhoond rahay ho to Tariq Road jao.,quetta tea hotel,purana,ur,Karachi,amenity,cafe
Agar behtareen haspatal dhoond rahay ho to Karkhano jao.,haspatal,behtareen,ur,Peshawar,amenity,hospital
I am looking for a luxury clinic near Saddar.,clinic,luxury,en,Peshawar,amenity,hospital
Suna hai ke Lahore main sab se pur-sukoon tailor shop wahan hai.,tailor shop,pur-sukoon,ur,Lahore,shop,tailor
"Avoid the tailor shop in Saddar, it is not best.",tailor shop,best,en,Karachi,shop,tailor
Kya Lahore main koi sasta sair gah khula hai?,sair gah,sasta,ur,Lahore,leisure,park
"Avoid the bistro in Bahria Town, it is not cheap.",bistro,cheap,en,Rawalpindi,amenity,restaurant
Agar saaf suthra thana dhoond rahay ho to Gulshan jao.,thana,saaf suthra,ur,Karachi,amenity,police
Does Karachi have any popular coffee shop for tourists?,coffee shop,popular,en,Karachi,amenity,cafe
Does Karachi have any luxury garment shop for tourists?,garment shop,luxury,en,Karachi,shop,clothes
Kya Karachi main koi qareebi dukaan khula hai?,dukaan,qareebi,ur,Karachi,shop,convenience
Kya Karachi main koi mehnga sauda salf ki dukaan khula hai?,sauda salf ki dukaan,mehnga,ur,Karachi,shop,convenience
Does Islamabad have any oldest bistro for tourists?,bistro,oldest,en,Islamabad,amenity,restaurant
We visited the most clean restaurant in Karachi yesterday.,restaurant,clean,en,Karachi,amenity,restaurant
Does Peshawar have any popular emergency room for tourists?,emergency room,popular,en,Peshawar,amenity,hospital
Does Lahore have any crowded convenience store for tourists?,convenience store,crowded,en,Lahore,shop,convenience
Does Rawalpindi have any oldest tea house for tourists?,tea house,oldest,en,Rawalpindi,amenity,cafe
Tariq Road wala clinic kaafi qareebi hai.,clinic,qareebi,ur,Karachi,amenity,hospital
Saddar main jo police station hai wo bohat rush wala hai.,police station,rush wala,ur,Rawalpindi,amenity,police
The Hayatabad in Peshawar has an cheap bistro.,bistro,cheap,en,Peshawar,amenity,restaurant
Does Lahore have any affordable park for tourists?,park,affordable,en,Lahore,leisure,park
"Avoid the convenience store in Gulberg, it is not popular.",convenience store,popular,en,Lahore,shop,convenience
